Region,Country,Indicator I,Priority candidate (I),Indicator II,Gate (Indicator III),Effective Indicator I,Effective Indicator II,Note (Indicator I)
Asia,Myanmar,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 21(a) limits equality to citizens, failing the universal-wording prong outright. Article 6(f) irrevocably bars secession but says nothing about equality. Since the 2021 coup the charter's normal operation is effectively suspended in practice under military SAC rule."
Asia,Nepal,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 18's first sentence is citizens-only, with only a second, ambiguous 'person' sentence on equal protection. Article 274(1) entrenches only sovereignty, territorial integrity, independence, and popular sovereignty — the equality article is not on that list, and ordinary amendment needs just 2/3 of both federal houses."
Asia,North Korea,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 65 ('Citizens enjoy equal rights in all spheres') is citizens-only, failing prong (a) regardless of amendability. Article 97 allows amendment by a 2/3 Supreme People's Assembly vote, and no provision is declared formally unamendable."
Asia,Oman,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 17 of the Basic Statute ('All Citizens are equal before the Law...') is citizens-only. Article 81 requires amendment 'in the manner in which it was promulgated,' i.e. by a new Royal Decree — an ever-present domestic (executive) amendment path."
Asia,Pakistan,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 25(1) ('All citizens are equal before law') is citizens-only. The Objectives Resolution and Islamic provisions have elevated status, but none formally entrenches Article 25, which is amendable via a 2/3 vote of Majlis-e-Shoora; Pakistan's 'basic structure doctrine' remains judicially contested, not settled law."
Asia,Philippines,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article III, Section 1 equal protection covers 'all persons' — universal wording. But Article XVII offers three live amendment routes, each requiring only referendum ratification, and no provision — including equal protection — is declared unamendable; Philippine jurisprudence has not adopted an Indian-style unamendable 'basic structure' bar."
Asia,Qatar,UNKNOWN,Yes,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 35 ('People are equal before the law...') is genuinely universal wording. Article 146 provides that rights/freedoms provisions (including Art. 35) 'may not be amended except to grant the citizens more rights and freedoms' — a one-way ratchet against narrowing. The strongest case surfaced in this survey, but it still permits expansion-direction amendment and its enforcement is unverified, so it stays UNKNOWN."
Asia,Saudi Arabia,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Saudi Arabia has no rigid written constitution; the Basic Law of Governance (1992) is a Royal Decree. Article 8 references 'equality' only as a governance premise 'in accordance with the Islamic Shari'ah.' Article 83 lets the Law be amended by another Royal Decree, a permanent, unrestricted domestic amendment path."
Asia,Singapore,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 12(1) is universal ('All persons are equal before the law'). There is no eternity/entrenchment clause of the relevant kind; Article 12 can be amended, like most provisions, by an ordinary 2/3 parliamentary majority."
Asia,South Korea,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 11 ('All citizens are equal before the law...') is citizens-only, failing prong (a). The constitution's one entrenched feature (Art. 128(2)) only blocks a sitting president from extending their own term, unrelated to equality."
Asia,Sri Lanka,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 12(1) is phrased universally ('All persons are equal before the law'). Article 83 entrenches only Articles 1-3, 6-11, and 83 itself — Article 12 is not on that list, so it is amendable by an ordinary 2/3 parliamentary vote alone."
Asia,Syria,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"The 2012 Ba'athist constitution has been superseded by a March 2025 interim Constitutional Declaration governing a transition; secondary sources report it guarantees legal equality for citizens (citizens-framed, not universal). Given the transitional, contested constitutional order, this defaults to UNKNOWN."
Asia,Tajikistan,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 17 is universal wording ('All are equal before the law and court... regardless of... nationality, race, gender, language, religious beliefs'). Article 100 entrenches only the republican form, territorial integrity, and the state's democratic/secular/social character — equality is not on that list."
Asia,Thailand,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,Section 27 is universal ('All persons are equal before the law'). Section 255 bars only amendments changing the democratic regime with the King as Head of State or the unitary form of the state; equality is not part of that entrenched core.
Asia,Timor-Leste,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 16 reads ""all citizens are equal before the law,"" then separately ""no one may be discriminated against..."" — a citizens-first/universal-second structure. Whether either clause, or the universal human-dignity language in Art. 1/preamble, is covered by the constitution's limits-of-revision article was not confirmed in this pass."
Asia,Turkey,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 4 entrenches Arts. 1–3 (republican form, state characteristics, territorial/language/flag/capital integrity) — no equality clause is entrenched at all. Art. 10 (equality) is not protected."
Asia,Turkmenistan,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 28 protects 'a person and a citizen' with broad, largely universal wording. Article 141 entrenches only the presidential-republic form of government — equality is not on that list."
Asia,United Arab Emirates,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 25 states 'All persons are equal in law,' though the same article narrows its anti-discrimination clause to 'no distinction among the citizens of the UAE,' creating ambiguity. No provision anywhere is declared unamendable, and an ordinary amendment route exists."
Asia,Uzbekistan,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 19 of the 2023 Constitution is citizens-only, failing prong (a). Article 16 gives heightened interpretive protection to the Fundamental Principles chapter, but this is not a formal unamendability clause."
Asia,Vietnam,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 16 of the 2013 Constitution is citizens-only, failing prong (a). No article is declared unamendable; Article 120 sets a 2/3 National Assembly supermajority as the amendment procedure."
Asia,Yemen,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 41 of the 1991 Constitution is citizens-only, failing prong (a). Article 158 entrenches a long list of other articles requiring 3/4 House approval plus referendum, but Article 41 is not among them; Yemen's ongoing civil war further makes the document's operative status contested."
Europe,Albania,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 18 states 'All are equal before the law' and bars unjust discrimination on grounds including sex, race, religion, ethnicity, and other status — universal wording, not citizens-only. Amendment (Articles 177-178) is by 2/3 Assembly vote, with certain provisions additionally subject to referendum if requested by 1/5 of MPs or 50,000 voters — but no provision, including Article 18, is placed beyond any domestic amendment path."
Europe,Andorra,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 6 provides universal equality ('All persons are equal before the law... on grounds of birth, race, sex, origin, religion, opinions or any other personal or social condition'), satisfying the universal-wording prong. Articles 105-107 set out an ordinary (if demanding) amendment procedure with no eternity clause identified anywhere in the text, so Article 6 remains fully amendable."
Europe,Austria,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 7(1) of the Federal Constitutional Law reads 'All nationals are equal before the law,' citizens-only wording, already failing prong (a). Article 44 sets an amendment procedure with no explicit eternity clause, so even a broader equality clause would remain amendable."
Europe,Belarus,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 22 states 'All shall be equal before the law' in universal terms. Article 140 places Sections I, II (containing Art. 22), IV, and VIII into a category amendable only by national referendum — a real, distinctive entrenchment — but a referendum is still a domestic amendment procedure (and one Belarus has in fact used), so this fails prong (b)."
Europe,Belgium,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,Article 10 ('Belgians are equal before the law') is citizens-only; the broader Article 11 non-discrimination guarantee is phrased around Belgians' rights rather than a freestanding universal clause. Article 195's amendment procedure has no identified eternity clause — all articles are formally revisable.
Europe,Bosnia and Herzegovina,UNKNOWN,Yes,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. II(4) guarantees non-discrimination, naming ""birth"" explicitly, to ""all persons in Bosnia and Herzegovina."" Art. X(2) bars any amendment that eliminates or diminishes Art. II rights and separately bars amending that entrenchment clause itself — closing the obvious loophole. The second-closest fit identified in this pass. The constitution is Annex 4 to an international peace agreement, adding a further layer of rigidity, but this also raises open questions about how it interacts with the international instrument it is annexed to. **Not asserted TRUE.** Requires a formal §6.9.8 dossier and review by qualified Bosnian counsel."
Europe,Bulgaria,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Core provisions require a specially-elected Grand National Assembly rather than the ordinary parliament — an extraordinarily demanding procedure, but a real, existing domestic path, not an absolute bar."
Europe,Croatia,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 26 provides that 'All citizens... and aliens shall be equal before the courts, government bodies...' — broader than citizens-only since aliens are expressly included, though phrased institutionally. Amendment is by 2/3 Parliament vote with no eternity clause."
Europe,Czech Republic (Czechia),UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Constitution Art. 9(2) bars changing ""essential attributes of the democratic, law-observing state"" — a broad principle, not a textual equality clause. The Charter of Fundamental Rights and Freedoms (part of the constitutional order) opens with ""All people are free and equal in their dignity and rights"" — universal wording — but its protection under Art. 9(2)'s ""material core"" rests on Constitutional Court doctrine (Melčák, 2009), not an explicit textual designation, structurally closer to India's judicial basic-structure doctrine than to a clean textual eternity clause."
Europe,Denmark,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Denmark's Grundlov notably lacks a general equality-before-the-law clause at all — the closest provision, Section 70, only bars deprivation of civil/political rights 'on account of creed or descent,' a narrow guarantee. Amendment (Section 88) requires passage, an intervening election, repassage, and a referendum; no eternity clause exists."
Europe,Estonia,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 12 states 'Everyone is equal before the law,' with Article 9 confirming rights apply equally to citizens, foreign citizens, and stateless persons — universal wording. Article 162 protects Chapters I and XV by referendum-only amendment, but Article 12 sits in Chapter II, outside that specially-protected set, and is amendable through ordinary Riigikogu procedures."
Europe,Finland,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Section 6 states 'Everyone is equal before the law' and bars discrimination on grounds including origin, language, religion, and conviction — universal wording. Amendment (Section 73) requires a demanding but entirely ordinary procedure; no eternity clause exists."
Europe,France,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,Art. 89 entrenches only the republican form of government — no rights content of any kind is entrenched.
Europe,Germany,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 79(3) GG entrenches Art. 1 (human dignity, universal wording) and Art. 20 — but not Art. 3, the general equality clause, which is not on the entrenched list. Fails §6.9.2(a)/(b) on the current text: dignity is entrenched, equality as such is not. Separately, Art. 146 GG contemplates a new constitution ""freely adopted by the German people,"" which scholars debate as a possible domestic path around Art. 79(3) for a wholesale replacement."
Europe,Greece,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 110 entrenches, among other things, Art. 4(1): ""All Greeks are equal before the law"" — explicitly citizens-only. Art. 5(2)'s broader ""all persons... irrespective of nationality"" clause is a liberty/security guarantee, not an equality clause, and is only partially on the Art. 110 list. Fails §6.9.2(b)'s ""all human beings"" requirement on its entrenched text."
Europe,Hungary,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article XV(1) states 'Everyone shall be equal before the law. Every human being shall have legal capacity' — strongly universal wording. Amendment (Article S) requires only a 2/3 National Assembly vote; no article is formally placed outside that ordinary amendment power, and Article XV(1) has in fact been amended before."
Europe,Iceland,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 65 provides 'Everyone shall be equal before the law and enjoy human rights irrespective of sex, religion, opinion, national origin, race, colour, property, birth or status in general' — strongly universal. Amendment (Article 79) requires passage, dissolution, election, and repassage — no eternity clause exists, so Article 65 remains fully amendable."
Europe,Ireland,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 40.1 states 'All citizens shall, as human persons, be held equal before the law' — textually citizens-only, a likely fail on the universal-wording prong. Ireland has no unamendable constitutional core: every provision is amendable by ordinary bill plus simple-majority referendum under Article 46, used over 30 times."
Europe,Italy,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,Art. 139 entrenches only the republican form of government — no rights content of any kind is entrenched.
Europe,Latvia,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 91 of the Satversme states 'All human beings in Latvia shall be equal before the law and the courts' — strongly universal wording. Article 77's partial entrenchment (referendum for Articles 1, 2, 3, 4, or 6) does not include Article 91, so it is amendable by the ordinary 2/3 Saeima procedure without any referendum requirement."
Europe,Liechtenstein,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 31 is phrased as 'All Liechtenstein citizens are equal before the law' — citizens-only, failing prong (a). Amendment can occur via the Landtag or via popular initiative/referendum, with the reigning Prince holding an absolute sanction/veto — a political check, not a legal entrenchment exempting any clause from the domestic amendment process."
Europe,Lithuania,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 29 states 'All persons shall be equal before the law' and bars privileges/discrimination on broad grounds — clearly universal wording. Article 148's eternity clause protects Chapters I and XIV, but Article 29 sits in Chapter II, outside that specially-protected set, and is amendable by the ordinary Article 147 procedure."
Europe,Luxembourg,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Luxembourg's constitution (replaced 1 July 2023) is understood to carry forward a citizens-limited equal-treatment guarantee from the prior 1868 text's Article 11(2) ('Luxembourgers are equal before the law'). Revision has always proceeded under an ordinary (if deliberately slow) mechanism, and no eternity clause or unamendable core exists in Luxembourg constitutional law; confidence on the new constitution's exact article numbering is lower than for other countries in this batch."
Europe,Malta,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 32 protects fundamental rights of 'every person in Malta' (universal wording), reinforced by the Art. 45 non-discrimination clause. Art. 66 makes these provisions amendable by a two-thirds majority of the House of Representatives — no referendum or constituent assembly needed — a live domestic amendment path."
Europe,Moldova,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 16 equality clause covers 'all citizens of the Republic of Moldova' — citizens only, failing universality alone. Art. 142 entrenches only sovereignty, independence, unity and permanent neutrality; Art. 16 is not on that entrenched list and remains changeable via the ordinary Art. 143 procedure."
Europe,Monaco,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 17 states 'All Monegasques are equal before the law' — limited to nationals, failing the universality prong outright. Amendment requires joint agreement of the Prince and a two-thirds National Council vote; no provision is declared unamendable."
Europe,Montenegro,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 17 provides universal wording ('All shall be deemed equal before the law, regardless of any particularity or personal feature'), but is not among the specially entrenched articles (Art. 157: Arts. 1-4, 12, 13, 15, 157). Montenegro has no true eternity clause — even entrenched articles can be changed via a three-fifths-of-voters referendum."
Europe,Netherlands,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 1 provides 'All persons in the Netherlands shall be treated equally in equal circumstances,' broadly universal, but the Constitution contains no eternity clause whatsoever — any provision can be amended through the ordinary (if rigorous) Chapter 8 procedure."
Europe,North Macedonia,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 9 limits equality to 'Citizens of the Republic of Macedonia' — failing the universal-persons prong. Amendment XVIII specially entrenches Art. 9 via a double/Badinter majority, but this is still a live domestic amendment mechanism, not an absolute bar."
Europe,Norway,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Norwegian constitutional theory has long debated an unwritten, non-enumerated eternity principle protecting the Constitution's ""spirit,"" but it is contested, undefined in scope, and not judicially enforced in practice — and does not map onto a specific, identified universal equality-by-birth clause."
Europe,Poland,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 32(1)-(2) uses universal language ('All persons shall be equal before the law... No one shall be discriminated against for any reason whatsoever'). Poland has no eternity clause: Art. 235 allows amendment of any chapter via a two-thirds Sejm / absolute-majority Senate vote, with only an optional confirmatory referendum for certain chapters."
Europe,Portugal,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 288's limits-of-revision clause is consistently described in secondary sources as protecting ""the rights, freedoms and guarantees of citizens"" — citizens-only phrasing, though ordinary constitutional law (Art. 15) extends most individual rights to foreign/stateless residents by a separate, non-entrenched mechanism."
Europe,Romania,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 152 entrenches ""citizens' fundamental rights and freedoms"" — explicitly citizens-only, not universal."
Europe,Russia,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 19 guarantees equality of rights and freedoms of man and citizen regardless of sex, race, nationality, language, origin, property/official status, place of residence, religion, convictions, or other circumstances — universal 'human and citizen' wording. Article 135 places Chapters 1, 2 (containing Art. 19), and 9 beyond the ordinary Federal Assembly amendment power, but Article 135 itself provides a domestic path: with 3/5 support in both chambers, a Constitutional Assembly is convened, which may draft a new constitution adopted by the Assembly itself or by national referendum. This constituent-assembly route is a real, existing (if rarely used) domestic mechanism, structurally analogous to Bulgaria's Grand National Assembly path, so Russia fails prong (b) despite satisfying prong (a)."
Europe,San Marino,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 4 of the 1974 Declaration states 'All shall be equal before the law, without any distinction based on sex or personal, economic, social, political and religious status' — broadly universal, though it does not explicitly enumerate ethnicity/ancestry. No eternity clause exists; Art. 17 allows revision by a two-thirds Great and General Council vote or by absolute majority plus referendum."
Europe,Serbia,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 21 uses universal wording ('All are equal before the Constitution and law'). Art. 203 gives Part Two (including Art. 21) heightened protection requiring a two-thirds vote and generally a confirming referendum — but that referendum route is itself a domestic amendment procedure, so no absolute bar exists."
Europe,Slovakia,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 12 extends basic rights to 'everyone... regardless of sex, race, colour of skin, language, faith and religion' — clearly universal wording. Slovakia's Constitution contains no eternity clause at all; any provision can be amended via an ordinary three-fifths parliamentary supermajority."
Europe,Slovenia,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 14 guarantees equal human rights 'irrespective of national origin, race, sex, language, religion... All are equal before the law' — strongly universal wording. No eternity clause exists anywhere; Arts. 168-171 permit amendment of any provision via an ordinary two-thirds National Assembly vote."
Europe,Spain,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 14 states 'Spaniards are equal before the law' — limited to Spanish nationals, disqualifying it from the universal-wording prong regardless of the rigid Art. 168 'total revision' procedure (which is demanding but still an existing domestic procedure with no absolute bar)."
Europe,Sweden,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Sweden's equality language is split: a non-justiciable objective (Ch. 1, Art. 2) versus a narrower, legislatively-framed anti-discrimination rule (Ch. 2, Art. 12) rather than a general 'equal before the law for all persons' clause. No eternity clause exists; any fundamental-law provision can be changed via the two-identical-decisions-with-an-intervening-election procedure."
Europe,Switzerland,UNKNOWN,Yes,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 8(1) states 'All human beings are equal before the law,' with Art. 8(2) barring discrimination on grounds including origin, race, religion — about as clean a universal-personhood formulation as exists in this survey. Still UNKNOWN: Arts. 192-194 explicitly permit total revision of the entire Constitution (including Art. 8) via popular initiative and double-majority referendum, with only external jus cogens as a hard limit, not any domestic eternity clause. Flagged only because its wording is unusually strong even though it fails prong (b) cleanly."
Europe,Ukraine,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 157 bars amendments that ""abolish or restrict"" human and citizens' rights (broader than most — covers both categories) and bars amendment during martial law — but this is a non-narrowing ratchet under an ordinary, existing amendment procedure (Arts. 155–156), not an absolute bar on touching the clause; a domestic path exists, just constrained in direction."
Europe,United Kingdom,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"The UK has no single codified constitution; under parliamentary sovereignty, no statute (Human Rights Act 1998, Equality Act 2010, or otherwise) is legally entrenched, and any Act of Parliament can be amended or repealed by a simple majority, with no Parliament able to bind its successors — a clean, easy UNKNOWN since no entrenched provisions of any kind exist."
Americas,Canada,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Charter s.15(1) uses universal 'every individual' language, but it carries no special entrenchment: it amends under the general 7/50 procedure (Part V, s.38) of the Constitution Act 1982, not the narrow unanimity list in s.41 (monarchy, SCC, amending formula itself). A clear, easy domestic amendment path exists."
Americas,United States,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"14th Amendment Equal Protection Clause uses universal 'any person' wording, but Article V's entrenchment covers only the narrow equal-state-suffrage-in-the-Senate clause, not equal protection. Equal protection is fully amendable via ordinary Article V (2/3 Congress + 3/4 states, or convention)."
Americas,Mexico,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 1 guarantees human rights to 'todas las personas' and bars discrimination based on ethnic/national origin, among other grounds — universal wording. Amendment under Article 135 (2/3 of Congress plus a majority of state legislatures) has no exempted/unamendable articles, so Article 1 is fully reformable."
Americas,Belize,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Chapter II protects 'the individual' against discrimination by race, place of origin, political opinion, colour, creed or sex (s.16). Belize's fundamental-rights chapter is 'specially entrenched' under s.69, requiring a 3/4 National Assembly vote plus a national referendum — a demanding but real domestic path."
Americas,Costa Rica,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,Article 33 states 'toda persona es igual ante la ley' and bars discrimination contrary to human dignity — universal wording. Amendment proceeds either as a full revision via Constituent Assembly or a partial reform by the Legislative Assembly over two sessions; no clause is permanently shielded.
Americas,El Salvador,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 3 declares all persons equal before the law without distinction by nationality, race, sex or religion — universal wording. Article 248 entrenches only the principle of non-reelection/alternability of the presidency; the equality clause is not on that list and reforms through the ordinary two-legislature process."
Americas,Guatemala,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 4 states 'todos los seres humanos son libres e iguales en dignidad y derechos' — strongly universal wording. Reform via a Constituent Assembly remains a domestic path even for Title I/II provisions; Article 281's absolute bar covers only a narrow list (republican form, presidential non-reelection) that does not include Art. 4."
Americas,Honduras,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Art. 374 entrenches only the form of government, territory, and presidential term/no-reelection provisions — no equality or rights content of any kind is entrenched."
Americas,Nicaragua,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 27 guarantees equality before the law to 'todas las personas' without distinction by birth, nationality, creed, race, sex, language, religion, opinion, origin, or condition — universal wording. Total reform requires a Constituent Assembly and partial reform a supermajority across two legislatures; nothing is permanently unamendable."
Americas,Panama,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 19 bars privileges or discrimination based on race, birth, disability, social class, sex, religion or political ideas — phrased universally. Title XIII reform (two consecutive legislatures, or a constituent assembly via referendum) contains no permanently unamendable provisions."
Americas,Antigua and Barbuda,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Chapter II's non-discrimination clause (s.14) is part of the 'specially entrenched' fundamental-rights chapter: amendment requires a 2/3 vote of both Houses plus a national referendum. A referendum path, however demanding, still exists domestically."
Americas,Bahamas,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Chapter III protects persons 'whatever his race, place of origin, political opinions, colour, creed or sex' (Art. 15 preamble; Art. 26), though with notable historical gaps (e.g. a failed 2016 gender-equality referendum). Entrenched/specially entrenched provisions require a referendum to alter (Art. 54), so a domestic path exists."
Americas,Barbados,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Chapter III non-discrimination clause (s.23) sits among the Constitution's entrenched provisions, alterable by a 2/3 majority of both Houses of Parliament (s.49) — a parliamentary supermajority path exists with no absolute bar."
Americas,Cuba,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"The 2019 Constitution's Article 41 is unusually broad and universal: 'todas las personas son iguales ante la ley,' barring discrimination on an extensive list of grounds. Reform (Title XIII) requires National Assembly approval and, for core chapters, a mandatory referendum — a demanding but existing domestic path, with no article rendered absolutely unamendable."
Americas,Dominica,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Chapter I's non-discrimination clause (s.13) falls within the 'specially entrenched' category, alterable only by a 3/4 House of Assembly vote plus a mandatory national referendum. A domestic (if onerous) amendment path exists."
Americas,Dominican Republic,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,Article 39 states all persons are 'born free and equal before the law' and bars discrimination on an extensive list of grounds — strongly universal. Reform proceeds via a Revisory National Assembly with no permanently unamendable clauses.
Americas,Grenada,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,Chapter I's non-discrimination clause (s.13) is among the 'deeply entrenched' provisions requiring special parliamentary majorities plus a national referendum to amend. A domestic path exists despite the high bar.
Americas,Haiti,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 18 states 'Tous les Haïtiens sont égaux devant la loi' — limited to Haitian citizens, failing universality regardless of entrenchment. Article 284's unamendability protections cover the republican/democratic form of government, not the citizen-limited equality clause."
Americas,Jamaica,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"The Charter of Fundamental Rights and Freedoms (2011) secures rights to 'every person' and bars discrimination on broad grounds (s.13) — universal wording. 'Deeply entrenched' provisions, which include the Charter, require special parliamentary majorities and a referendum to amend, so a domestic path still exists."
Americas,Saint Kitts and Nevis,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,Chapter II's non-discrimination clause (s.15) is an entrenched provision requiring a 2/3 National Assembly vote plus a national referendum to amend — a demanding but real domestic path.
Americas,Saint Lucia,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Chapter I's non-discrimination clause (s.13) sits among the Constitution's specially entrenched provisions, amendable via special parliamentary majority plus referendum — a domestic path exists."
Americas,Saint Vincent and the Grenadines,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,Chapter I's non-discrimination clause (s.13) is an entrenched provision requiring a 2/3 House of Assembly vote plus a national referendum for the specially entrenched category — a domestic path exists.
Americas,Trinidad and Tobago,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Section 4(b) recognizes 'the right of the individual to equality before the law,' with s.4(d) barring discrimination by race, origin, colour, religion or sex — broadly universal. Unusually, Trinidad and Tobago requires no referendum: most of Chapter 1 (including s.4) amends via a 3/5 parliamentary supermajority — a clear existing domestic path."
Americas,Argentina,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 16 declares 'todos sus habitantes son iguales ante la ley' — applying to all inhabitants, not just citizens, so universal. Amendment under Article 30 proceeds via a Convención Constituyente called by 2/3 of Congress; no article is textually unamendable, though some scholars argue an implicit 'clausula petrea' protects the republican form (not equality specifically)."
Americas,Bolivia,UNKNOWN,,UNKNOWN,PASSING,UNKNOWN,UNKNOWN,"Article 14.II broadly bars discrimination against 'toda persona' on an extensive list of grounds. Total reform requires an originating Constituent Assembly activated by referendum, and partial reform proceeds via Congress and/or referendum — demanding but existing domestic paths, with no eternity clause."
